Position Date;Issue Date;Interest Date;Maturity Date;Rate;Counterparty;Principal Amount_position;No.;TYPE;Principal Amount_activity;Term Type Days;Investment Tenure Days;Term Type Year;Term Type Month;Investment Tenure Year;Investment Tenure Month;Principal Amount_position_modified;Market Rate
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;F;136944.439845;139080;TERM;103300.5;366 days;326 days;1;12;0;10;318509.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;F;63374.61044999999;139081;TERM;47805.0;366 days;326 days;1;12;0;10;147398.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;F;99426.75;139082;TERM;75000.0;366 days;326 days;1;12;0;10;231250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;T;174991.08000000002;139083;TERM;132000.0;366 days;326 days;1;12;0;10;434500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;T;184606.54156575;139085;TERM;139253.175;366 days;326 days;1;12;0;10;429363.95625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;T;20355.220935150002;139086;TERM;15354.435000000001;366 days;326 days;1;12;0;10;47342.84125;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;T;66143.50624005;139087;TERM;49893.645000000004;366 days;326 days;1;12;0;10;153838.73875000002;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;T;119312.1;139088;TERM;90000.0;366 days;326 days;1;12;0;10;277500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;T;39770.7;139089;TERM;30000.0;366 days;326 days;1;12;0;10;98750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;T;192887.89500000002;139090;TERM;145500.0;366 days;326 days;1;12;0;10;478937.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;T;11931.210000000001;139091;TERM;9000.0;366 days;326 days;1;12;0;10;29625.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;T;39770.7;139092;TERM;30000.0;366 days;326 days;1;12;0;10;98750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;S;83518.47;139093;TERM;63000.0;366 days;326 days;1;12;0;10;194250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;M;178968.15000000002;139094;TERM;135000.0;366 days;326 days;1;12;0;10;444375.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;59656.05;139095;TERM;45000.0;366 days;326 days;1;12;0;10;138750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;79541.4;139097;TERM;60000.0;366 days;326 days;1;12;0;10;185000.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;9942.675;139098;TERM;7500.0;366 days;326 days;1;12;0;10;23125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;43638.40057500001;139099;TERM;32917.5;366 days;326 days;1;12;0;10;108353.4375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;228681.52500000002;139101;TERM;172500.0;366 days;326 days;1;12;0;10;531875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;9942.675;139102;TERM;7500.0;366 days;326 days;1;12;0;10;23125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;74570.0625;139103;TERM;56250.0;366 days;326 days;1;12;0;10;185156.25;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;169025.475;139104;TERM;127500.0;366 days;326 days;1;12;0;10;393125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;33805.095;139105;TERM;25500.0;366 days;326 days;1;12;0;10;83937.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;139197.45;139106;TERM;105000.0;366 days;326 days;1;12;0;10;323750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;13919.744999999999;139107;TERM;10500.0;366 days;326 days;1;12;0;10;34562.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;19885.35;139108;TERM;15000.0;366 days;326 days;1;12;0;10;46250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;139197.45;139109;TERM;105000.0;366 days;326 days;1;12;0;10;323750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;79541.4;139111;TERM;60000.0;366 days;326 days;1;12;0;10;197500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139112;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;9992.388375;139113;TERM;7537.5;366 days;326 days;1;12;0;10;23240.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;14914.0125;139114;TERM;11250.0;366 days;326 days;1;12;0;10;37031.25;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;19885.35;139115;TERM;15000.0;366 days;326 days;1;12;0;10;49375.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;645876.1680000001;139116;TERM;487200.0;366 days;326 days;1;12;0;10;1502200.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;596560.5;139117;TERM;450000.0;366 days;326 days;1;12;0;10;1387500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;23862.420000000002;139118;TERM;18000.0;366 days;326 days;1;12;0;10;59250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;39770.7;139119;TERM;30000.0;366 days;326 days;1;12;0;10;98750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;141621.474165;139120;TERM;106828.5;366 days;326 days;1;12;0;10;329387.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;198853.5;139121;TERM;150000.0;366 days;326 days;1;12;0;10;462500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;59656.05;139122;TERM;45000.0;366 days;326 days;1;12;0;10;148125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;9942.675;139123;TERM;7500.0;366 days;326 days;1;12;0;10;24687.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;198853.5;139124;TERM;150000.0;366 days;326 days;1;12;0;10;462500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;198853.5;139125;TERM;150000.0;366 days;326 days;1;12;0;10;493750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;46151.908815;139126;TERM;34813.5;366 days;326 days;1;12;0;10;107341.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;163059.87;139127;TERM;123000.0;366 days;326 days;1;12;0;10;404875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;30474.298875;139128;TERM;22987.5;366 days;326 days;1;12;0;10;70878.125;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;154708.023;139129;TERM;116700.0;366 days;326 days;1;12;0;10;359825.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;545675.8778850001;139131;TERM;411616.5;366 days;326 days;1;12;0;10;1269150.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139132;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;12193.69662;139133;TERM;9198.0;366 days;326 days;1;12;0;10;28360.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;29828.025;139134;TERM;22500.0;366 days;326 days;1;12;0;10;74062.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;63633.12;139138;TERM;48000.0;366 days;326 days;1;12;0;10;158000.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;25850.955;139139;TERM;19500.0;366 days;326 days;1;12;0;10;64187.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;238624.2;139140;TERM;180000.0;366 days;326 days;1;12;0;10;592500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;25924.530795000002;139141;TERM;19555.5;366 days;326 days;1;12;0;10;60296.125;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;81529.935;139142;TERM;61500.0;366 days;326 days;1;12;0;10;202437.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;179616.41241;139143;TERM;135489.0;366 days;326 days;1;12;0;10;417757.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;204819.105;139144;TERM;154500.0;366 days;326 days;1;12;0;10;476375.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;67007.663895;139145;TERM;50545.5;366 days;326 days;1;12;0;10;155848.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;99426.75;139146;TERM;75000.0;366 days;326 days;1;12;0;10;231250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139147;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;109369.42499999999;139148;TERM;82500.0;366 days;326 days;1;12;0;10;271562.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;211357.40808000002;139149;TERM;159432.0;366 days;326 days;1;12;0;10;491582.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;198853.5;139150;TERM;150000.0;366 days;326 days;1;12;0;10;462500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;198853.5;139151;TERM;150000.0;366 days;326 days;1;12;0;10;462500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;51701.91;139152;TERM;39000.0;366 days;326 days;1;12;0;10;120250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;84512.7375;139153;TERM;63750.0;366 days;326 days;1;12;0;10;196562.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;208796.17500000002;139155;TERM;157500.0;366 days;326 days;1;12;0;10;485625.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;357936.30000000005;139156;TERM;270000.0;366 days;326 days;1;12;0;10;888750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;46603.30626;139160;TERM;35154.0;366 days;326 days;1;12;0;10;108391.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.6;D;2982802.5;139161;TERM;2250000.0;366 days;326 days;1;12;0;10;7125000.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;497133.75;139162;TERM;375000.0;366 days;326 days;1;12;0;10;1156250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;145270.43589;139163;TERM;109581.0;366 days;326 days;1;12;0;10;337874.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;180489.379275;139164;TERM;136147.5;366 days;326 days;1;12;0;10;419788.125;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;55684.945605;139165;TERM;42004.5;366 days;326 days;1;12;0;10;129513.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;59656.05;139166;TERM;45000.0;366 days;326 days;1;12;0;10;148125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;43747.770000000004;139167;TERM;33000.0;366 days;326 days;1;12;0;10;108625.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;74373.197535;139168;TERM;56101.5;366 days;326 days;1;12;0;10;172979.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;41759.235;139169;TERM;31500.0;366 days;326 days;1;12;0;10;103687.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;159082.8;139170;TERM;120000.0;366 days;326 days;1;12;0;10;370000.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;79541.4;139171;TERM;60000.0;366 days;326 days;1;12;0;10;197500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;159082.8;139172;TERM;120000.0;366 days;326 days;1;12;0;10;370000.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;33805.095;139174;TERM;25500.0;366 days;326 days;1;12;0;10;83937.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;106060.50276;139176;TERM;80004.0;366 days;326 days;1;12;0;10;246679.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;402405.908205;139177;TERM;303544.5;366 days;326 days;1;12;0;10;935928.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;198853.5;139178;TERM;150000.0;366 days;326 days;1;12;0;10;493750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;24389.381775;139179;TERM;18397.5;366 days;326 days;1;12;0;10;60558.4375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;69598.725;139180;TERM;52500.0;366 days;326 days;1;12;0;10;172812.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;125070.89736;139181;TERM;94344.0;366 days;326 days;1;12;0;10;290894.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;74570.0625;139182;TERM;56250.0;366 days;326 days;1;12;0;10;173437.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;188910.825;139183;TERM;142500.0;366 days;326 days;1;12;0;10;439375.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;198853.5;139184;TERM;150000.0;366 days;326 days;1;12;0;10;493750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;59656.05;139185;TERM;45000.0;366 days;326 days;1;12;0;10;148125.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;39770.7;139186;TERM;30000.0;366 days;326 days;1;12;0;10;92500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;39770.7;139187;TERM;30000.0;366 days;326 days;1;12;0;10;92500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;55678.979999999996;139188;TERM;42000.0;366 days;326 days;1;12;0;10;138250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;198853.5;139189;TERM;150000.0;366 days;326 days;1;12;0;10;462500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;55678.979999999996;139190;TERM;42000.0;366 days;326 days;1;12;0;10;138250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;11101.990904999999;139191;TERM;8374.5;366 days;326 days;1;12;0;10;25821.375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;24731.409795;139192;TERM;18655.5;366 days;326 days;1;12;0;10;57521.125;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;19885.35;139193;TERM;15000.0;366 days;326 days;1;12;0;10;46250.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;51403.62974999999;139194;TERM;38775.0;366 days;326 days;1;12;0;10;127634.375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;9942.675;139195;TERM;7500.0;366 days;326 days;1;12;0;10;24687.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;114996.97905000001;139196;TERM;86745.0;366 days;326 days;1;12;0;10;267463.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;79541.4;139198;TERM;60000.0;366 days;326 days;1;12;0;10;197500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;79541.4;139199;TERM;60000.0;366 days;326 days;1;12;0;10;197500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;39770.7;139200;TERM;30000.0;366 days;326 days;1;12;0;10;98750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;49713.375;139201;TERM;37500.0;366 days;326 days;1;12;0;10;115625.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139202;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;191893.6275;139203;TERM;144750.0;366 days;326 days;1;12;0;10;446312.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139204;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;2067678.693;139205;TERM;1559700.0;366 days;326 days;1;12;0;10;4809075.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.3;D;198853.5;139206;TERM;150000.0;366 days;326 days;1;12;0;10;437500.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;35433.70516500001;139207;TERM;26728.5;366 days;326 days;1;12;0;10;82412.875;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;30822.2925;139209;TERM;23250.0;366 days;326 days;1;12;0;10;71687.5;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;99426.75;139210;TERM;75000.0;366 days;326 days;1;12;0;10;246875.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;144168.7875;139211;TERM;108750.0;366 days;326 days;1;12;0;10;357968.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;198853.5;139212;TERM;150000.0;366 days;326 days;1;12;0;10;493750.0;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;44841.46425;139213;TERM;33825.0;366 days;326 days;1;12;0;10;111340.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;44742.037500000006;139214;TERM;33750.0;366 days;326 days;1;12;0;10;111093.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;34580.62365;139215;TERM;26085.0;366 days;326 days;1;12;0;10;80428.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;39237.77262;139216;TERM;29598.0;366 days;326 days;1;12;0;10;97426.75;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;46183.725375;139217;TERM;34837.5;366 days;326 days;1;12;0;10;114673.4375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;76039.589865;139218;TERM;57358.5;366 days;326 days;1;12;0;10;176855.375;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.5;D;155505.425535;139219;TERM;117301.5;366 days;326 days;1;12;0;10;361679.625;2.043
2020-01-31;2019-03-11;2019-03-11;2020-03-11;2.75;D;192887.89500000002;139220;TERM;145500.0;366 days;326 days;1;12;0;10;478937.5;2.043
